1	7.16027e+08	2.56545e+09	6.5859e+09	
2	3.97786e+08	1.32603e+09	3.32481e+09	
3	2.65085e+08	8.81683e+08	2.21508e+09	
4	2.01919e+08	6.62724e+08	1.66934e+09	
5	1.65225e+08	5.34806e+08	1.3352e+09	
6	1.38902e+08	4.46868e+08	1.11454e+09	
7	1.21058e+08	3.84177e+08	9.55694e+08	
8	1.05505e+08	3.35845e+08	8.35394e+08	
